Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1090,CA-2021-100727,2024-10-31,2024-11-06,First Class,DM-50642,David Martin,Home Office,United States,Columbus,Ohio,43215.0,East,OFF-LA-10000091,Office Supplies,Labels,Labels Model Lite 484,1772.88,8,0.0,709.15
1091,CA-2021-100728,2024-01-06,2024-01-12,Standard Class,EW-64387,Emily White,Corporate,United States,Miami,Florida,33133.0,South,OFF-BI-10000150,Office Supplies,Binders,Binders Model Ultra 525,737.71,2,0.2,184.43
1092,CA-2021-100728,2024-01-06,2024-01-12,Standard Class,EW-64387,Emily White,Corporate,United States,Miami,Florida,33133.0,South,OFF-LA-10000086,Office Supplies,Labels,Labels Model Pro 200,269.0,2,0.4,-0.0
1093,CA-2024-100729,2023-07-07,2023-07-13,Standard Class,CM-17355,Claire Miller,Corporate,United States,Milwaukee,Wisconsin,53202.0,Central,OFF-AR-10000127,Office Supplies,Art,Art Model Lite 127,2861.82,6,0.0,1144.73
1094,CA-2021-100730,2023-01-04,2023-01-05,Same Day,MJ-57943,Megan Johnson,Corporate,United States,Boston,Massachusetts,2108.0,East,TEC-CO-10000363,Technology,Copiers,Copiers Model Lite 614,1103.13,2,0.5,-220.63
1095,CA-2021-100730,2023-01-04,2023-01-05,Same Day,MJ-57943,Megan Johnson,Corporate,United States,Boston,Massachusetts,2108.0,East,OFF-FA-10000270,Office Supplies,Fasteners,Fasteners Model Pro 469,2104.29,9,0.5,-420.86
1096,CA-2023-100731,2021-10-05,2021-10-09,Second Class,JJ-74942,Jessica Jackson,Corporate,United States,Columbus,Ohio,43215.0,East,TEC-AC-10000321,Technology,Accessories,Accessories Model Pro 443,52.53,7,0.3,7.51
1097,CA-2021-100732,2022-10-21,2022-10-25,Same Day,RT-30181,Ryan Thomas,Corporate,United States,Portland,Oregon,97201.0,West,OFF-FA-10000255,Office Supplies,Fasteners,Fasteners Model Plus 521,311.88,5,0.8,-623.76
1098,CA-2021-100732,2022-10-21,2022-10-25,Same Day,RT-30181,Ryan Thomas,Corporate,United States,Portland,Oregon,97201.0,West,FUR-BO-10000022,Furniture,Bookcases,Bookcases Model Lite 426,1404.76,4,0.0,561.9
1099,CA-2021-100733,2023-12-31,2024-01-01,First Class,JM-97881,James Miller,Home Office,United States,Columbus,Ohio,43215.0,East,OFF-LA-10000097,Office Supplies,Labels,Labels Model Ultra 209,164.55,6,0.5,-32.91
1100,CA-2023-100734,10/26/2024,2024-10-30,Second Class,ED-27154,Emily Davis,Home Office,United States,Burlington,North Carolina,,South,OFF-EN-10000235,Office Supplies,Envelopes,Envelopes Model Standard 307,1344.3,3,0.1,448.1
1101,CA-2023-100734,10/26/2024,2024-10-30,Second Class,ED-27154,Emily Davis,Home Office,United States,Burlington,North Carolina,,South,OFF-ST-10000105,Office Supplies,Storage,Storage Model Standard 897,370.8,8,0.1,123.6
1102,CA-2022-100735,2021-08-27,2021-09-02,Standard Class,JM-72031,John Miller,Home Office,United States,Portland,Oregon,97201.0,West,TEC-MA-10000338,Technology,Machines,Machines Model Plus 208,9670.44,6,0.0,3868.18
1103,CA-2021-100736,2021-11-16,2021-11-18,Second Class,LT-33850,Laura Taylor,Consumer,United States,Milwaukee,Wisconsin,53202.0,Central,TEC-MA-10000343,Technology,Machines,Machines Model Plus 193,10212.44,5,0.3,1458.92
1104,CA-2021-100736,2021-11-16,2021-11-18,Second Class,LT-33850,Laura Taylor,Consumer,United States,Milwaukee,Wisconsin,53202.0,Central,TEC-AC-10000321,Technology,Accessories,Accessories Model Pro 443,48.24,5,0.1,16.08
1105,CA-2021-100737,2023-05-02,2023-05-08,Same Day,JJ-84607,John Jackson,Corporate,United States,Milwaukee,Wisconsin,53202.0,Central,OFF-LA-10000098,Office Supplies,Labels,Labels Model Ultra 555,1267.25,8,0.15,372.72
1106,CA-2024-100738,2021-09-21,2021-09-25,Second Class,MP-22704,Michael Powers,Home Office,United States,Miami,Florida,33133.0,South,TEC-AC-10000327,Technology,Accessories,Accessories Model Lite 522,706.82,2,0.0,282.73
1107,CA-2024-100738,2021-09-21,2021-09-25,Second Class,MP-22704,Michael Powers,Home Office,United States,Miami,Florida,33133.0,South,FUR-CH-10000035,Furniture,Chairs,Chairs Model Plus 923,574.85,3,0.5,-114.96
1108,CA-2023-100739,2024-01-04,2024-01-06,First Class,MT-23577,Megan Thomas,Consumer,United States,Milwaukee,Wisconsin,53202.0,Central,FUR-TA-10000062,Furniture,Tables,Tables Model Ultra 648,2800.79,7,0.1,933.6
1109,CA-2022-100740,2023-11-28,2023-12-04,Same Day,AA-35415,Amanda Anderson,Corporate,United States,Burlington,North Carolina,,south,FUR-TA-10000056,Furniture,Tables,Tables Model Pro 937,4297.1,2,0.1,1432.36
1110,CA-2022-100740,2023-11-28,2023-12-04,Same Day,AA-35415,Amanda Anderson,Corporate,United States,Burlington,North Carolina,,south,TEC-CO-10000356,Technology,Copiers,Copiers Model Plus 291,2807.33,2,0.1,935.77
1111,CA-2021-100741,2024-09-19,2024-09-25,Second Class,MD-68790,Megan Davis,Corporate,United States,Boston,Massachusetts,2108.0,East,OFF-ST-10000108,Office Supplies,Storage,Storage Model Plus 375,945.3,6,0.0,378.12
1112,CA-2022-100742,2022-12-19,2022-12-23,Standard Class,MH-57537,Michael Harris,Consumer,United States,Detroit,Michigan,48201.0,Central,OFF-AP-10000195,Office Supplies,Appliances,Appliances Model Lite 216,360.24,3,0.15,105.95
1113,CA-2022-100742,2022-12-19,2022-12-23,Standard Class,MH-57537,Michael Harris,Consumer,United States,Detroit,Michigan,48201.0,Central,TEC-AC-10000322,Technology,Accessories,Accessories Model Standard 969,1189.31,4,0.2,297.33
1114,CA-2022-100743,05/17/2024,2024-05-21,Second Class,JG-78146,Jessica Gute,Home Office,United States,Miami,Florida,33133.0,South,OFF-SU-10000281,Office Supplies,Supplies,Supplies Model Ultra 180,1563.24,6,0.0,625.3
1115,CA-2023-100744,2023-01-29,2023-01-30,Standard Class,RT-59832,Robert Taylor,Consumer,United States,Seattle,Washington,98109.0,west,OFF-AR-10000120,Office Supplies,Art,Art Model Ultra 281,337.85,1,0.3,48.27
1116,CA-2023-100744,01/29/2023,2023-01-30,Standard Class,RT-59832,Robert Taylor,Consumer,United States,Seattle,Washington,98109.0,west,TEC-PH-10000291,Technology,Phones,Phones Model Plus 480,129.96,2,0.1,43.32
1117,CA-2024-100745,2024-03-16,2024-03-20,First Class,JJ-24404,John Jackson,Consumer,United States,Los Angeles,California,90036.0,West,TEC-AC-10000316,Technology,Accessories,Accessories Model Lite 605,2095.46,7,0.4,-0.0
1118,CA-2023-100746,2024-07-27,2024-07-31,Second Class,LD-73656,Laura Davis,Home Office,United States,Richmond,Virginia,23219.0,South,OFF-SU-10000275,Office Supplies,Supplies,Supplies Model Ultra 320,159.41,6,0.1,53.14
1119,CA-2023-100746,2024-07-27,2024-07-31,Second Class,LD-73656,Laura Davis,Home Office,United States,Richmond,Virginia,23219.0,South,OFF-LA-10000090,Office Supplies,Labels,Labels Model Standard 602,724.65,7,0.15,213.13
1120,CA-2023-100747,2021-10-22,2021-10-23,Same Day,MG-97796,Michael Gute,Home Office,United States,Portland,Oregon,97201.0,West,OFF-SU-10000278,Office Supplies,Supplies,Supplies Model Standard 533,990.89,4,0.3,141.55
1121,CA-2024-100748,2023-05-06,2023-05-10,Same Day,RW-50499,Robert White,Corporate,United States,Boston,Massachusetts,2108.0,East,OFF-AP-10000199,Office Supplies,Appliances,Appliances Model Standard 204,2372.03,8,0.2,593.01
1122,CA-2024-100748,2023-05-06,2023-05-10,Same Day,RW-50499,Robert White,Corporate,United States,Boston,Massachusetts,2108.0,East,FUR-FU-10000069,Furniture,Furnishings,Furnishings Model Standard 665,1970.24,9,0.1,656.74
1123,CA-2024-100749,2024-01-28,2024-02-03,Same Day,EA-26199,Emily Anderson,Corporate,United States,Columbus,Ohio,43215.0,East,TEC-AC-10000330,Technology,Accessories,Accessories Model Plus 752,1853.01,5,0.1,617.67
1124,CA-2024-100750,2021-04-15,2021-04-17,First Class,RW-47762,Ryan White,Consumer,United States,Richmond,Virginia,23219.0,South,FUR-FU-10000081,Furniture,Furnishings,Furnishings Model Lite 346,1006.88,7,0.5,-201.38
1125,CA-2024-100750,2021-04-15,2021-04-17,First Class,RW-47762,Ryan White,Consumer,United States,Richmond,Virginia,23219.0,South,FUR-BO-10000013,Furniture,Bookcases,Bookcases Model Ultra 339,1147.27,4,0.3,163.89
1126,CA-2022-100751,2021-11-05,2021-11-09,Same Day,RJ-80236,Ryan Jackson,Home Office,United States,Boston,Massachusetts,2108.0,East,TEC-CO-10000379,Technology,Copiers,Copiers Model Plus 892,3183.07,3,0.4,0.0
1127,CA-2021-100752,2021-06-25,2021-06-26,Standard Class,WA-59808,William Anderson,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10000047,Furniture,Chairs,Chairs Model Plus 479,783.98,6,0.2,195.99
1128,CA-2021-100752,2021-06-25,2021-06-26,Standard Class,WA-59808,William Anderson,Corporate,United States,Los Angeles,California,90036.0,West,OFF-ST-10000110,Office Supplies,Storage,Storage Model Standard 382,1081.7,5,0.0,432.68
1129,CA-2023-100753,2021-12-25,2021-12-27,Standard Class,CD-71621,Claire Davis,Consumer,United States,Atlanta,Georgia,30301.0,South,FUR-FU-10000082,Furniture,Furnishings,Furnishings Model Standard 793,1347.9,3,0.0,539.16
1130,CA-2024-100754,07/30/2022,2022-08-03,Second Class,JJ-16658,James Johnson,Consumer,United States,Burlington,North Carolina,,South,TEC-MA-10000340,Technology,Machines,Machines Model Plus 562,1960.24,3,0.4,0.0
1131,CA-2024-100754,07/30/2022,2022-08-03,Second Class,JJ-16658,James Johnson,Consumer,United States,Burlington,North Carolina,,South,OFF-AP-10000196,Office Supplies,Appliances,Appliances Model Lite 943,2775.02,8,0.3,396.43
1132,CA-2022-100755,2023-07-06,2023-07-12,Same Day,JF-89463,James Foster,Home Office,United States,Milwaukee,Wisconsin,53202.0,Central,TEC-PH-10000291,Technology,Phones,Phones Model Plus 480,346.56,6,0.2,86.64
1133,CA-2022-100756,2024-07-02,2024-07-06,Same Day,RJ-82667,Robert Johnson,Consumer,United States,Seattle,Washington,98109.0,West,FUR-TA-10000057,Furniture,Tables,Tables Model Standard 240,801.38,4,0.8,-1602.77
1134,CA-2022-100756,2024-07-02,2024-07-06,Same Day,RJ-82667,Robert Johnson,Consumer,United States,Seattle,Washington,98109.0,West,FUR-CH-10000043,Furniture,Chairs,Chairs Model Standard 577,488.68,6,0.7,-488.68
1135,CA-2023-100757,06/02/2022,2022-06-04,First Class,SF-20114,Sarah Foster,Corporate,United States,Burlington,North Carolina,,South,FUR-BO-10000013,Furniture,Bookcases,Bookcases Model Ultra 339,2622.34,8,0.2,655.59
1136,CA-2023-100758,2023-07-09,2023-07-15,First Class,JT-71348,Jessica Taylor,Home Office,United States,Columbus,Ohio,43215.0,East,OFF-AR-10000140,Office Supplies,Art,Art Model Ultra 270,523.25,8,0.8,-1046.49
1137,CA-2023-100758,2023-07-09,2023-07-15,First Class,JT-71348,Jessica Taylor,Home Office,United States,Columbus,Ohio,43215.0,east,FUR-TA-10000067,Furniture,Tables,Tables Model Lite 349,296.17,1,0.7,-296.17
1138,CA-2021-100759,2024-10-08,2024-10-10,Same Day,RP-66881,Robert Powers,Consumer,United States,Atlanta,Georgia,30301.0,South,OFF-AP-10000188,Office Supplies,Appliances,Appliances Model Standard 801,1580.98,9,0.3,225.85
1139,CA-2022-100760,2023-09-29,2023-10-01,Standard Class,SM-50846,Sarah Miller,Home Office,United States,Detroit,Michigan,48201.0,Central,TEC-MA-10000344,Technology,Machines,Machines Model Standard 625,470.8,2,0.8,-941.59
1140,CA-2022-100760,2023-09-29,2023-10-01,Standard Class,SM-50846,Sarah Miller,Home Office,United States,Detroit,Michigan,48201.0,Central,FUR-TA-10000059,Furniture,Tables,Tables Model Pro 732,2828.15,1,0.0,1131.26
1141,CA-2023-100761,2021-05-14,2021-05-16,Second Class,ES-17665,Emily Smith,Home Office,United States,Seattle,Washington,98109.0,West,FUR-CH-10000039,Furniture,Chairs,Chairs Model Pro 864,499.79,1,0.0,199.92
1142,CA-2024-100762,2024-07-16,2024-07-22,Standard Class,AW-13445,Ashley Wilson,Corporate,United States,Seattle,Washington,98109.0,West,FUR-TA-10000063,Furniture,Tables,Tables Model Standard 925,866.09,1,0.0,346.44
1143,CA-2024-100762,2024-07-16,2024-07-22,Standard Class,AW-13445,Ashley Wilson,Corporate,United States,Seattle,Washington,98109.0,West,FUR-CH-10000042,Furniture,Chairs,Chairs Model Lite 429,1170.0,3,0.0,468.0
1144,CA-2022-100763,2021-04-13,2021-04-17,Same Day,MH-63841,Michael Harris,Consumer,United States,Burlington,North Carolina,,South,TEC-AC-10000321,Technology,Accessories,Accessories Model Pro 443,86.83,9,0.1,28.94
1145,CA-2024-100764,2022-08-13,2022-08-17,Standard Class,EG-33647,Emily Gute,Corporate,United States,Burlington,North Carolina,,South,OFF-LA-10000095,Office Supplies,Labels,Labels Model Standard 828,3546.99,9,0.0,1418.8
1146,CA-2024-100764,2022-08-13,2022-08-17,Standard Class,EG-33647,Emily Gute,Corporate,United States,Burlington,North Carolina,,South,OFF-AR-10000135,Office Supplies,Art,Art Model Lite 618,693.76,3,0.5,-138.76
1147,CA-2022-100765,2022-01-19,2022-01-25,Second Class,CG-42092,Claire Gute,Corporate,United States,Los Angeles,California,90036.0,West,OFF-PA-10000203,Office Supplies,Paper,Paper Model Pro 894,611.75,5,0.7,-611.74
1148,CA-2023-100766,12/08/2022,2022-12-12,Standard Class,JS-38199,James Smith,Home Office,United States,Boston,Massachusetts,2108.0,East,TEC-MA-10000350,Technology,Machines,Machines Model Pro 696,11837.57,5,0.15,3481.64
1149,CA-2023-100766,12/08/2022,2022-12-12,Standard Class,JS-38199,James Smith,Home Office,United States,Boston,Massachusetts,2108.0,East,FUR-CH-10000033,Furniture,Chairs,Chairs Model Ultra 486,2176.64,8,0.2,544.16
1150,CA-2024-100767,2021-01-25,2021-01-31,Standard Class,JM-52176,James Martin,Consumer,United States,Miami,Florida,33133.0,South,TEC-PH-10000302,Technology,Phones,Phones Model Pro 350,39.04,6,0.8,-78.07
1151,CA-2024-100768,2023-01-04,2023-01-08,Same Day,JP-28449,James Powers,Consumer,United States,Detroit,Michigan,48201.0,Central,OFF-FA-10000256,Office Supplies,Fasteners,Fasteners Model Standard 980,349.35,5,0.4,0.0
1152,CA-2024-100768,2023-01-04,2023-01-08,Same Day,JP-28449,James Powers,Consumer,United States,Detroit,Michigan,48201.0,Central,OFF-LA-10000098,Office Supplies,Labels,Labels Model Ultra 555,223.63,4,0.7,-223.63
1153,CA-2024-100769,2022-10-27,2022-11-02,Same Day,RG-75193,Ryan Gute,Home Office,United States,Atlanta,Georgia,30301.0,South,OFF-EN-10000238,Office Supplies,Envelopes,Envelopes Model Ultra 184,1537.6,8,0.0,615.04
1154,CA-2022-100770,2022-10-11,2022-10-15,Second Class,AF-88116,Ashley Foster,Consumer,United States,Miami,Florida,33133.0,South,OFF-AP-10000188,Office Supplies,Appliances,Appliances Model Standard 801,175.66,1,0.3,25.09
1155,CA-2022-100770,2022-10-11,2022-10-15,Second Class,AF-88116,Ashley Foster,Consumer,United States,Miami,Florida,33133.0,South,OFF-LA-10000089,Office Supplies,Labels,Labels Model Ultra 130,288.65,3,0.7,-288.65
1156,CA-2024-100771,2021-11-03,2021-11-05,Second Class,SM-56566,Sarah Miller,Consumer,United States,Portland,Oregon,97201.0,West,OFF-FA-10000255,Office Supplies,Fasteners,Fasteners Model Plus 521,2183.16,7,0.0,873.26
1157,CA-2022-100772,09/24/2023,2023-09-28,Same Day,WM-16743,William Martin,Corporate,United States,Houston,Texas,77002.0,Central,OFF-EN-10000223,Office Supplies,Envelopes,Envelopes Model Ultra 695,20.18,3,0.4,0.0
1158,CA-2022-100772,09/24/2023,2023-09-28,Same Day,WM-16743,William Martin,Corporate,United States,Houston,Texas,77002.0,Central,FUR-TA-10000055,Furniture,Tables,Tables Model Lite 757,2819.62,2,0.2,704.91
1159,CA-2024-100773,2022-03-20,2022-03-24,Standard Class,RJ-64459,Robert Johnson,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,TEC-AC-10000324,Technology,Accessories,Accessories Model Plus 529,602.62,3,0.2,150.66
1160,CA-2022-100774,12/21/2023,2023-12-23,First Class,AW-90147,Amanda White,Corporate,United States,Miami,Florida,33133.0,South,FUR-TA-10000066,Furniture,Tables,Tables Model Standard 180,2620.21,6,0.7,-2620.2
1161,CA-2022-100774,12/21/2023,2023-12-23,First Class,AW-90147,Amanda White,Corporate,United States,Miami,Florida,33133.0,South,OFF-EN-10000229,Office Supplies,Envelopes,Envelopes Model Ultra 660,1231.4,6,0.3,175.92
1162,CA-2024-100775,2022-07-29,2022-08-02,First Class,AJ-37168,Ashley Johnson,Home Office,United States,Columbus,Ohio,43215.0,East,OFF-LA-10000100,Office Supplies,Labels,Labels Model Plus 541,551.83,3,0.2,137.96
1163,CA-2022-100776,2023-09-28,2023-10-02,Standard Class,MW-76550,Megan White,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,OFF-FA-10000262,Office Supplies,Fasteners,Fasteners Model Lite 391,548.38,2,0.3,78.34
1164,CA-2022-100776,2023-09-28,2023-10-02,Standard Class,MW-76550,Megan White,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,FUR-CH-10000042,Furniture,Chairs,Chairs Model Lite 429,2106.0,9,0.4,0.0
1165,CA-2024-100777,2023-03-09,2023-03-13,First Class,MT-40518,Michael Thomas,Consumer,United States,Chicago,Illinois,60611.0,Central,FUR-FU-10000074,Furniture,Furnishings,Furnishings Model Plus 316,2709.72,6,0.0,1083.89
1166,CA-2023-100778,2024-06-25,2024-06-29,Second Class,LS-44675,Laura Smith,Home Office,United States,Phoenix,Arizona,85001.0,West,OFF-BI-10000164,Office Supplies,Binders,Binders Model Lite 302,1473.86,8,0.2,368.47
1167,CA-2023-100778,2024-06-25,2024-06-29,Second Class,LS-44675,Laura Smith,Home Office,United States,Phoenix,Arizona,85001.0,West,TEC-AC-10000331,Technology,Accessories,Accessories Model Pro 706,345.88,4,0.7,-345.87
1168,CA-2023-100779,2022-05-24,2022-05-28,Same Day,DA-45842,David Anderson,Corporate,United States,Seattle,Washington,98109.0,West,FUR-BO-10000006,Furniture,Bookcases,Bookcases Model Pro 346,471.66,5,0.15,138.72
1169,CA-2021-100780,2023-01-25,2023-01-29,Second Class,SJ-92991,Sarah Jackson,Consumer,United States,Portland,Oregon,97201.0,West,TEC-AC-10000321,Technology,Accessories,Accessories Model Pro 443,37.52,7,0.5,-7.5
1170,CA-2021-100780,2023-01-25,2023-01-29,Second Class,SJ-92991,Sarah Jackson,Consumer,United States,Portland,Oregon,97201.0,West,OFF-BI-10000161,Office Supplies,Binders,Binders Model Standard 337,681.53,2,0.15,200.45
1171,CA-2022-100781,2024-04-16,2024-04-18,Standard Class,MT-23473,Michael Thomas,Corporate,United States,Richmond,Virginia,23219.0,South,FUR-BO-10000027,Furniture,Bookcases,Bookcases Model Pro 675,636.63,6,0.5,-127.33
1172,CA-2024-100782,2024-08-16,2024-08-20,Second Class,RA-69890,Ryan Anderson,Consumer,United States,Miami,Florida,33133.0,South,TEC-AC-10000314,Technology,Accessories,Accessories Model Lite 903,31.78,1,0.8,-63.57
1173,CA-2024-100782,2024-08-16,2024-08-20,Second Class,RA-69890,Ryan Anderson,Consumer,United States,Miami,Florida,33133.0,South,TEC-PH-10000292,Technology,Phones,Phones Model Ultra 850,222.17,1,0.5,-44.43
1174,CA-2021-100783,2021-05-20,2021-05-22,Standard Class,LM-91006,Laura Miller,Consumer,United States,Boston,Massachusetts,2108.0,East,FUR-FU-10000084,Furniture,Furnishings,Furnishings Model Plus 909,1977.4,4,0.0,790.96
1175,CA-2024-100784,2022-12-05,2022-12-09,Same Day,EH-28964,Emily Harris,Consumer,United States,Chicago,Illinois,60611.0,Central,OFF-SU-10000280,Office Supplies,Supplies,Supplies Model Lite 256,72.98,1,0.5,-14.6
1176,CA-2024-100784,2022-12-05,2022-12-09,Same Day,EH-28964,Emily Harris,Consumer,United States,Chicago,Illinois,60611.0,Central,TEC-CO-10000356,Technology,Copiers,Copiers Model Plus 291,2339.45,3,0.5,-467.88
1177,CA-2021-100785,2022-06-19,2022-06-21,Standard Class,SW-58567,Sarah White,Home Office,United States,Burlington,North Carolina,,South,TEC-MA-10000350,Technology,Machines,Machines Model Pro 696,25067.79,9,0.0,10027.12
1178,CA-2021-100786,2021-03-28,2021-03-30,Second Class,JJ-63225,John Johnson,Home Office,United States,Boston,Massachusetts,2108.0,East,FUR-FU-10000071,Furniture,Furnishings,Furnishings Model Standard 965,1602.86,9,0.2,400.71
1179,CA-2021-100786,2021-03-28,2021-03-30,Second Class,JJ-63225,John Johnson,Home Office,United States,Boston,Massachusetts,2108.0,East,TEC-MA-10000344,Technology,Machines,Machines Model Standard 625,8238.93,7,0.0,3295.57
1180,CA-2021-100787,2021-03-24,2021-03-26,Standard Class,LP-83920,Laura Powers,Consumer,United States,Portland,Oregon,97201.0,West,OFF-AR-10000118,Office Supplies,Art,Art Model Lite 239,1257.68,8,0.0,503.07
1181,CA-2024-100788,2022-03-12,2022-03-14,Standard Class,EF-91922,Emily Foster,Corporate,United States,Houston,Texas,77002.0,Central,TEC-AC-10000319,Technology,Accessories,Accessories Model Standard 124,527.72,5,0.15,155.21
1182,CA-2024-100788,2022-03-12,2022-03-14,Standard Class,EF-91922,Emily Foster,Corporate,United States,Houston,Texas,77002.0,Central,FUR-FU-10000082,Furniture,Furnishings,Furnishings Model Standard 793,539.16,4,0.7,-539.16
1183,CA-2021-100789,2024-08-25,2024-08-27,Standard Class,JT-62531,John Thomas,Consumer,United States,Milwaukee,Wisconsin,53202.0,Central,TEC-PH-10000309,Technology,Phones,Phones Model Plus 328,2546.02,9,0.3,363.72
1184,CA-2022-100790,2022-02-14,2022-02-18,First Class,WH-18163,William Harris,Home Office,United States,Miami,Florida,33133.0,South,TEC-MA-10000346,Technology,Machines,Machines Model Lite 866,775.55,4,0.7,-775.55
1185,CA-2022-100790,2022-02-14,2022-02-18,First Class,WH-18163,William Harris,Home Office,United States,Miami,Florida,33133.0,South,FUR-BO-10000028,Furniture,Bookcases,Bookcases Model Standard 670,323.64,4,0.7,-323.64
1186,CA-2023-100791,2021-01-26,2021-01-28,Second Class,CT-18968,Claire Taylor,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10000106,Office Supplies,Storage,Storage Model Lite 348,1625.46,8,0.3,232.21
1187,CA-2024-100792,09/11/2023,2023-09-15,First Class,DW-28909,David White,Consumer,United States,Burlington,North Carolina,,South,OFF-AR-10000128,Office Supplies,Art,Art Model Standard 825,67.64,2,0.7,-67.64
1188,CA-2024-100792,09/11/2023,2023-09-15,First Class,DW-28909,David White,Consumer,United States,Burlington,North Carolina,,South,FUR-BO-10000016,Furniture,Bookcases,Bookcases Model Plus 776,265.41,1,0.0,106.16
1189,CA-2024-100793,2024-03-09,2024-03-15,Standard Class,MG-41571,Michael Gute,Home Office,United States,Milwaukee,Wisconsin,53202.0,Central,OFF-AP-10000189,Office Supplies,Appliances,Appliances Model Standard 600,73.56,4,0.8,-147.12
1190,CA-2023-100794,2023-05-06,2023-05-10,First Class,WA-27431,William Anderson,Home Office,United States,Chicago,Illinois,60611.0,Central,FUR-BO-10000018,Furniture,Bookcases,Bookcases Model Lite 705,749.8,2,0.15,220.53
1191,CA-2023-100794,2023-05-06,2023-05-10,First Class,WA-27431,William Anderson,Home Office,United States,Chicago,Illinois,60611.0,Central,OFF-ST-10000105,Office Supplies,Storage,Storage Model Standard 897,20.6,2,0.8,-41.2
1192,CA-2022-100795,2021-01-30,2021-02-01,Second Class,JD-45804,James Davis,Consumer,United States,Portland,Oregon,97201.0,West,TEC-PH-10000297,Technology,Phones,Phones Model Standard 979,2201.44,9,0.15,647.48
1193,CA-2022-100796,2022-03-18,2022-03-19,Same Day,EP-37653,Emily Powers,Home Office,United States,Miami,Florida,33133.0,South,FUR-BO-10000020,Furniture,Bookcases,Bookcases Model Lite 607,184.63,8,0.3,26.37
1194,CA-2022-100796,2022-03-18,2022-03-19,Same Day,EP-37653,Emily Powers,Home Office,United States,Miami,Florida,33133.0,South,FUR-BO-10000007,Furniture,Bookcases,Bookcases Model Pro 708,5.29,1,0.8,-10.58
1195,CA-2024-100797,2022-02-20,2022-02-26,Standard Class,JF-89463,James Foster,Home Office,United States,Detroit,Michigan,48201.0,Central,OFF-AR-10000140,Office Supplies,Art,Art Model Ultra 270,1177.31,4,0.1,392.44
1196,CA-2024-100798,2022-04-20,2022-04-24,Standard Class,JG-32962,John Gute,Corporate,United States,Portland,Oregon,97201.0,West,OFF-AP-10000187,Office Supplies,Appliances,Appliances Model Lite 617,198.0,2,0.7,-198.0
1197,CA-2024-100798,2022-04-20,2022-04-24,Standard Class,JG-32962,John Gute,Corporate,United States,Portland,Oregon,97201.0,West,OFF-SU-10000279,Office Supplies,Supplies,Supplies Model Pro 755,655.01,3,0.2,163.75
1198,CA-2023-100799,2023-04-14,2023-04-16,Same Day,WW-83048,William White,Corporate,United States,Columbus,Ohio,43215.0,East,OFF-FA-10000240,Office Supplies,Fasteners,Fasteners Model Ultra 843,1798.92,6,0.15,529.09
1199,CA-2023-100800,2023-06-04,2023-06-05,First Class,CP-44237,Claire Powers,Consumer,United States,Atlanta,Georgia,30301.0,South,OFF-BI-10000171,Office Supplies,Binders,Binders Model Ultra 711,240.52,6,0.8,-481.03
1200,CA-2023-100800,2023-06-04,2023-06-05,First Class,CP-44237,Claire Powers,Consumer,United States,Atlanta,Georgia,30301.0,South,TEC-MA-10000349,Technology,Machines,Machines Model Plus 943,6553.02,3,0.0,2621.21
1201,CA-2022-100801,2024-03-20,2024-03-22,Second Class,JM-32699,Jessica Miller,Corporate,United States,Columbus,Ohio,43215.0,East,OFF-PA-10000203,Office Supplies,Paper,Paper Model Pro 894,570.96,2,0.3,81.56
1202,CA-2021-100802,2022-06-06,2022-06-12,Second Class,DJ-40972,David Jackson,Consumer,United States,Los Angeles,California,90036.0,West,OFF-AR-10000117,Office Supplies,Art,Art Model Standard 442,795.6,6,0.4,0.0
1203,CA-2021-100802,2022-06-06,2022-06-12,Second Class,DJ-40972,David Jackson,Consumer,United States,Los Angeles,California,90036.0,West,OFF-AP-10000192,Office Supplies,Appliances,Appliances Model Plus 650,954.13,9,0.3,136.3
1204,CA-2024-100803,2021-08-06,2021-08-08,Same Day,LM-70946,Laura Miller,Corporate,United States,Columbus,Ohio,43215.0,East,TEC-CO-10000356,Technology,Copiers,Copiers Model Plus 291,6238.52,4,0.0,2495.41
1205,CA-2022-100804,2021-05-28,2021-06-01,First Class,AM-65771,Amanda Miller,Home Office,United States,Portland,Oregon,97201.0,West,OFF-PA-10000208,Office Supplies,Paper,Paper Model Pro 683,818.55,5,0.1,272.85
1206,CA-2022-100804,2021-05-28,2021-06-01,First Class,AM-65771,Amanda Miller,Home Office,United States,Portland,Oregon,97201.0,west,OFF-LA-10000098,Office Supplies,Labels,Labels Model Ultra 555,186.36,1,0.0,74.54
1207,CA-2023-100805,2023-07-16,2023-07-22,Same Day,JW-56179,John White,Consumer,United States,Los Angeles,California,90036.0,West,TEC-MA-10000339,Technology,Machines,Machines Model Standard 223,20356.35,7,0.0,8142.54
